,index,seconds,minutes,dateTime,ser_vol,ser_cur,ser_pow,cli_vol,cli_cur,cli_pow,newIndex,cli_temp
90,534,534.301,8.9050166667,20220426 14:20:05,5,0.4,2.0,5,0.67,3.35,90,
91,535,535.302,8.9217,20220426 14:20:06,5,0.41,2.05,5,0.46,2.3,91,
92,536,536.3,8.9383333333,20220426 14:20:07,5,0.4,2.0,5,0.64,3.2,92,
93,537,537.303,8.95505,20220426 14:20:08,5,0.4,2.0,5,0.5,2.5,93,
94,538,538.303,8.9717166667,20220426 14:20:09,5,0.4,2.0,5,0.53,2.65,94,
95,539,539.299,8.9883166667,20220426 14:20:10,5,0.62,3.1,5,0.49,2.45,95,
96,540,540.303,9.00505,20220426 14:20:11,5,0.58,2.1,5,0.65,3.25,96,
97,541,541.3,9.0216666667,20220426 14:20:12,5,0.4,2.0,5,0.74,3.7,97,
98,681,681.302,11.3550333333,20220426 14:22:32,5,0.4,2.0,5,0.45,2.25,0,
99,682,682.302,11.3717,20220426 14:22:33,5,0.4,2.0,5,0.64,3.2,1,
100,683,683.3,11.3883333333,20220426 14:22:34,5,0.63,3.15,5,0.41,2.05,2,
101,684,684.303,11.40505,20220426 14:22:35,5,0.49,2.45,5,0.58,2.9,3,
102,685,685.299,11.42165,20220426 14:22:36,5,0.41,2.05,5,0.63,3.15,4,
103,686,686.3,11.4383333333,20220426 14:22:37,5,0.63,3.15,5,0.52,2.6,5,
104,687,687.304,11.4550666667,20220426 14:22:38,5,0.49,2.45,5,0.63,3.15,6,
105,688,688.302,11.4717,20220426 14:22:39,5,0.63,3.15,5,0.53,2.65,7,
106,689,689.302,11.4883666667,20220426 14:22:40,5,0.49,2.45,5,0.71,3.55,8,
107,690,690.302,11.5050333333,20220426 14:22:41,5,0.47,2.35,5,0.72,3.6,9,
108,691,691.298,11.5216333333,20220426 14:22:42,5,0.47,2.35,5,0.69,3.45,10,
109,692,692.303,11.5383833333,20220426 14:22:43,5,0.4,2.0,5,0.77,3.85,11,
110,693,693.303,11.55505,20220426 14:22:44,5,0.62,3.1,5,0.65,3.25,12,
111,694,694.3,11.5716666667,20220426 14:22:45,5,0.63,3.15,5,0.66,3.3,13,
112,695,695.302,11.5883666667,20220426 14:22:47,5,0.49,2.45,5,0.47,2.35,14,
113,696,696.69,11.6115,20220426 14:22:47,5,0.49,2.45,5,0.47,2.35,15,
114,697,697.298,11.6216333333,20220426 14:22:48,5,0.48,2.4,5,0.69,3.45,16,
115,698,698.302,11.6383666667,20220426 14:22:49,5,0.63,3.15,5,0.58,2.9,17,
116,699,699.301,11.6550166667,20220426 14:22:50,5,0.63,3.15,5,0.61,3.05,18,
117,700,700.301,11.6716833333,20220426 14:22:51,5,0.5,2.5,5,0.9,4.5,19,
118,701,701.298,11.6883,20220426 14:22:52,5,0.45,2.25,5,0.72,3.6,20,
119,702,702.302,11.7050333333,20220426 14:22:53,5,0.41,2.05,5,0.75,3.75,21,
120,703,703.299,11.72165,20220426 14:22:54,5,0.47,2.35,5,0.89,4.45,22,
121,704,704.3,11.7383333333,20220426 14:22:55,5,0.45,2.25,5,0.73,3.65,23,
122,705,705.303,11.75505,20220426 14:22:56,5,0.45,2.25,5,0.71,3.55,24,
123,706,706.302,11.7717,20220426 14:22:57,5,0.46,2.3,5,0.78,3.9,25,
124,707,707.301,11.78835,20220426 14:22:58,5,0.4,2.0,5,0.74,3.7,26,
125,708,708.303,11.80505,20220426 14:22:59,5,0.4,2.0,5,0.72,3.6,27,
126,709,709.302,11.8217,20220426 14:23:00,5,0.46,2.3,5,0.91,4.55,28,
127,710,710.302,11.8383666667,20220426 14:23:01,5,0.41,2.05,5,0.79,3.95,29,
128,711,711.302,11.8550333333,20220426 14:23:02,5,0.41,2.05,5,0.63,3.15,30,
129,712,712.303,11.8717166667,20220426 14:23:03,5,0.41,2.05,5,0.83,4.15,31,
130,713,713.303,11.8883833333,20220426 14:23:04,5,0.45,2.25,5,0.8,4.0,32,
131,714,714.304,11.9050666667,20220426 14:23:05,5,0.42,2.1,5,0.82,4.1,33,
132,715,715.301,11.9216833333,20220426 14:23:06,5,0.4,2.0,5,0.75,3.75,34,
133,716,716.301,11.93835,20220426 14:23:07,5,0.41,2.05,5,0.74,3.7,35,
134,717,717.299,11.9549833333,20220426 14:23:08,5,0.45,2.25,5,0.78,3.9,36,
135,718,718.298,11.9716333333,20220426 14:23:09,5,0.4,2.0,5,0.84,4.2,37,
136,719,719.303,11.9883833333,20220426 14:23:10,5,0.4,2.0,5,0.7,3.5,38,
137,720,720.303,12.00505,20220426 14:23:11,5,0.4,2.0,5,0.78,3.9,39,
138,721,721.303,12.0217166667,20220426 14:23:12,5,0.41,2.05,5,0.76,3.8,40,
139,722,722.303,12.0383833333,20220426 14:23:13,5,0.41,2.05,5,0.64,3.2,41,
140,723,723.301,12.0550166667,20220426 14:23:14,5,0.4,2.0,5,0.79,3.95,42,
141,724,724.299,12.07165,20220426 14:23:15,5,0.4,2.0,5,0.74,3.7,43,
142,725,725.301,12.08835,20220426 14:23:16,5,0.41,2.05,5,0.74,3.7,44,
143,726,726.303,12.10505,20220426 14:23:17,5,0.4,2.0,5,0.68,3.4,45,
144,727,727.303,12.1217166667,20220426 14:23:18,5,0.41,2.05,5,0.75,3.75,46,
145,728,728.304,12.1384,20220426 14:23:19,5,0.4,2.0,5,0.75,3.75,47,
146,729,729.303,12.15505,20220426 14:23:20,5,0.4,2.0,5,0.67,3.35,48,
147,730,730.3,12.1716666667,20220426 14:23:21,5,0.4,2.0,5,0.82,4.1,49,
148,731,731.298,12.1883,20220426 14:23:22,5,0.4,2.0,5,0.76,3.8,50,
149,732,732.298,12.2049666667,20220426 14:23:23,5,0.4,2.0,5,0.74,3.7,51,
150,733,733.303,12.2217166667,20220426 14:23:24,5,0.42,2.1,5,0.83,4.15,52,
151,734,734.303,12.2383833333,20220426 14:23:25,5,0.4,2.0,5,0.77,3.85,53,
152,735,735.303,12.25505,20220426 14:23:26,5,0.41,2.05,5,0.73,3.65,54,
153,736,736.302,12.2717,20220426 14:23:27,5,0.43,2.15,5,0.64,3.2,55,
154,737,737.299,12.2883166667,20220426 14:23:28,5,0.4,2.0,5,0.79,3.95,56,
155,738,738.299,12.3049833333,20220426 14:23:29,5,0.4,2.0,5,0.82,4.1,57,
156,739,739.302,12.3217,20220426 14:23:30,5,0.4,2.0,5,0.69,3.45,58,
157,740,740.303,12.3383833333,20220426 14:23:31,5,0.44,2.2,5,0.77,3.85,59,
158,741,741.302,12.3550333333,20220426 14:23:32,5,0.4,2.0,5,0.79,3.95,60,
159,742,742.303,12.3717166667,20220426 14:23:33,5,0.4,2.0,5,0.74,3.7,61,
160,743,743.301,12.38835,20220426 14:23:34,5,0.4,2.0,5,0.8,4.0,62,
161,744,744.299,12.4049833333,20220426 14:23:35,5,0.4,2.0,5,0.79,3.95,63,
162,745,745.299,12.42165,20220426 14:23:36,5,0.4,2.0,5,0.73,3.65,64,
163,746,746.303,12.4383833333,20220426 14:23:37,5,0.4,2.0,5,0.78,3.9,65,
164,747,747.301,12.4550166667,20220426 14:23:38,5,0.4,2.0,5,0.63,3.15,66,
165,748,748.303,12.4717166667,20220426 14:23:39,5,0.4,2.0,5,0.75,3.75,67,
166,749,749.303,12.4883833333,20220426 14:23:40,5,0.4,2.0,5,0.8,4.0,68,
167,750,750.3,12.505,20220426 14:23:41,5,0.4,2.0,5,0.74,3.7,69,
168,751,751.299,12.52165,20220426 14:23:42,5,0.4,2.0,5,0.68,3.4,70,
169,752,752.3,12.5383333333,20220426 14:23:43,5,0.4,2.0,5,0.76,3.8,71,
170,753,753.303,12.55505,20220426 14:23:44,5,0.4,2.0,5,0.8,4.0,72,
171,754,754.301,12.5716833333,20220426 14:23:45,5,0.4,2.0,5,0.74,3.7,73,
172,755,755.3,12.5883333333,20220426 14:23:46,5,0.43,2.15,5,0.7,3.5,74,
173,756,756.302,12.6050333333,20220426 14:23:47,5,0.4,2.0,5,0.74,3.7,75,
174,757,757.302,12.6217,20220426 14:23:48,5,0.4,2.0,5,0.77,3.85,76,
175,758,758.299,12.6383166667,20220426 14:23:49,5,0.43,2.15,5,0.83,4.15,77,
176,759,759.3,12.655,20220426 14:23:50,5,0.4,2.0,5,0.77,3.85,78,
177,760,760.299,12.67165,20220426 14:23:51,5,0.4,2.0,5,0.76,3.8,79,
178,761,761.302,12.6883666667,20220426 14:23:52,5,0.4,2.0,5,0.77,3.85,80,
179,762,762.303,12.70505,20220426 14:23:53,5,0.4,2.0,5,0.77,3.85,81,
180,763,763.301,12.7216833333,20220426 14:23:54,5,0.4,2.0,5,0.74,3.7,82,
181,764,764.299,12.7383166667,20220426 14:23:55,5,0.4,2.0,5,0.77,3.85,83,
182,765,765.302,12.7550333333,20220426 14:23:56,5,0.4,2.0,5,0.78,3.9,84,
183,766,766.302,12.7717,20220426 14:23:57,5,0.43,2.15,5,0.66,3.3,85,
184,767,767.3,12.7883333333,20220426 14:23:58,5,0.4,2.0,5,0.75,3.75,86,
185,768,768.299,12.8049833333,20220426 14:23:59,5,0.4,2.0,5,0.73,3.65,87,
186,769,769.303,12.8217166667,20220426 14:24:00,5,0.4,2.0,5,0.75,3.75,88,
187,770,770.301,12.83835,20220426 14:24:01,5,0.45,2.25,5,0.74,3.7,89,
188,771,771.301,12.8550166667,20220426 14:24:02,5,0.4,2.0,5,0.75,3.75,90,
189,772,772.302,12.8717,20220426 14:24:03,5,0.4,2.0,5,0.75,3.75,91,
190,773,773.301,12.88835,20220426 14:24:04,5,0.4,2.0,5,0.76,3.8,92,
191,774,774.302,12.9050333333,20220426 14:24:05,5,0.4,2.0,5,0.76,3.8,93,
192,775,775.3,12.9216666667,20220426 14:24:06,5,0.4,2.0,5,0.78,3.9,94,
193,776,776.302,12.9383666667,20220426 14:24:07,5,0.4,2.0,5,0.77,3.85,95,
194,777,777.3,12.955,20220426 14:24:08,5,0.4,2.0,5,0.67,3.35,96,
195,778,778.306,12.9717666667,20220426 14:24:09,5,0.4,2.0,5,0.83,4.15,97,
196,779,779.302,12.9883666667,20220426 14:24:10,5,0.4,2.0,5,0.81,4.05,98,
197,780,780.3,13.005,20220426 14:24:11,5,0.4,2.0,5,0.74,3.7,99,
198,781,781.299,13.02165,20220426 14:24:12,5,0.4,2.0,5,0.77,3.85,100,
199,782,782.302,13.0383666667,20220426 14:24:13,5,0.4,2.0,5,0.74,3.7,101,
200,783,783.302,13.0550333333,20220426 14:24:14,5,0.4,2.0,5,0.76,3.8,102,
201,784,784.3,13.0716666667,20220426 14:24:15,5,0.4,2.0,5,0.8,4.0,103,
202,785,785.298,13.0883,20220426 14:24:16,5,0.4,2.0,5,0.77,3.85,104,
203,786,786.303,13.10505,20220426 14:24:17,5,0.4,2.0,5,0.77,3.85,105,
204,787,787.3,13.1216666667,20220426 14:24:18,5,0.4,2.0,5,0.68,3.4,106,
205,788,788.302,13.1383666667,20220426 14:24:19,5,0.4,2.0,5,0.81,4.05,107,
206,789,789.298,13.1549666667,20220426 14:24:20,5,0.4,2.0,5,0.77,3.85,108,
207,790,790.301,13.1716833333,20220426 14:24:21,5,0.4,2.0,5,0.65,3.25,109,
208,791,791.302,13.1883666667,20220426 14:24:22,5,0.45,2.25,5,0.81,4.05,110,
209,792,792.298,13.2049666667,20220426 14:24:23,5,0.41,2.05,5,0.8,4.0,111,
210,793,793.299,13.22165,20220426 14:24:24,5,0.4,2.0,5,0.62,3.1,112,
211,794,794.303,13.2383833333,20220426 14:24:25,5,0.41,2.05,5,0.81,4.05,113,
212,795,795.298,13.2549666667,20220426 14:24:26,5,0.41,2.05,5,0.75,3.75,114,
213,796,796.3,13.2716666667,20220426 14:24:27,5,0.41,2.05,5,0.78,3.9,115,
214,797,797.3,13.2883333333,20220426 14:24:28,5,0.46,2.3,5,0.86,4.3,116,
215,798,798.301,13.3050166667,20220426 14:24:29,5,0.45,2.25,5,0.76,3.8,117,
216,799,799.301,13.3216833333,20220426 14:24:30,5,0.4,2.0,5,0.77,3.85,118,
217,800,800.299,13.3383166667,20220426 14:24:31,5,0.4,2.0,5,0.86,4.3,119,
218,801,801.303,13.35505,20220426 14:24:32,5,0.4,2.0,5,0.81,4.05,120,
219,802,802.303,13.3717166667,20220426 14:24:33,5,0.4,2.0,5,0.77,3.85,121,
220,803,803.303,13.3883833333,20220426 14:24:34,5,0.4,2.0,5,0.79,3.95,122,
221,804,804.302,13.4050333333,20220426 14:24:35,5,0.42,2.1,5,0.86,4.3,123,
222,805,805.3,13.4216666667,20220426 14:24:36,5,0.4,2.0,5,0.78,3.9,124,
223,806,806.298,13.4383,20220426 14:24:37,5,0.4,2.0,5,0.66,3.3,125,
224,807,807.298,13.4549666667,20220426 14:24:38,5,0.4,2.0,5,0.83,4.15,126,
225,808,808.3,13.4716666667,20220426 14:24:39,5,0.4,2.0,5,0.79,3.95,127,
226,809,809.301,13.48835,20220426 14:24:40,5,0.4,2.0,5,0.85,4.25,128,
227,810,810.302,13.5050333333,20220426 14:24:41,5,0.4,2.0,5,0.75,3.75,129,
228,811,811.302,13.5217,20220426 14:24:42,5,0.46,2.3,5,0.69,3.45,130,
229,812,812.301,13.53835,20220426 14:24:43,5,0.4,2.0,5,0.77,3.85,131,
230,813,813.299,13.5549833333,20220426 14:24:44,5,0.4,2.0,5,0.68,3.4,132,
231,814,814.298,13.5716333333,20220426 14:24:45,5,0.4,2.0,5,0.69,3.45,133,
232,815,815.3,13.5883333333,20220426 14:24:46,5,0.4,2.0,5,0.66,3.3,134,
233,816,816.298,13.6049666667,20220426 14:24:47,5,0.4,2.0,5,0.74,3.7,135,
234,817,817.301,13.6216833333,20220426 14:24:48,5,0.4,2.0,5,0.77,3.85,136,
235,818,818.303,13.6383833333,20220426 14:24:49,5,0.45,2.25,5,0.67,3.35,137,
236,819,819.302,13.6550333333,20220426 14:24:50,5,0.4,2.0,5,0.81,4.05,138,
237,820,820.301,13.6716833333,20220426 14:24:51,5,0.4,2.0,5,0.73,3.65,139,
238,821,821.302,13.6883666667,20220426 14:24:52,5,0.4,2.0,5,0.51,2.55,140,
239,822,822.3,13.705,20220426 14:24:53,5,0.4,2.0,5,0.68,3.4,141,
240,823,823.302,13.7217,20220426 14:24:54,5,0.4,2.0,5,0.42,2.1,142,
241,824,824.301,13.73835,20220426 14:24:55,5,0.4,2.0,5,0.47,2.35,143,
242,825,825.302,13.7550333333,20220426 14:24:56,5,0.4,2.0,5,0.43,2.15,144,
243,826,826.303,13.7717166667,20220426 14:24:57,5,0.4,2.0,5,0.44,2.2,145,
244,827,827.299,13.7883166667,20220426 14:24:58,5,0.47,2.35,5,0.44,2.2,146,
245,828,828.302,13.8050333333,20220426 14:24:59,5,0.4,2.0,5,0.42,2.1,147,
246,829,829.301,13.8216833333,20220426 14:25:00,5,0.4,2.0,5,0.48,2.4,148,
247,830,830.301,13.83835,20220426 14:25:01,5,0.45,2.25,5,0.43,2.15,149,
248,831,831.303,13.85505,20220426 14:25:02,5,0.4,2.0,5,0.65,3.25,150,
249,832,832.301,13.8716833333,20220426 14:25:03,5,0.4,2.0,5,0.42,2.1,151,
250,833,833.3,13.8883333333,20220426 14:25:04,5,0.41,2.05,5,0.73,3.65,152,
251,834,834.302,13.9050333333,20220426 14:25:05,5,0.4,2.0,5,0.5,2.5,153,
252,835,835.299,13.92165,20220426 14:25:06,5,0.4,2.0,5,0.8,4.0,154,
253,836,836.302,13.9383666667,20220426 14:25:07,5,0.63,3.15,5,0.5,2.5,155,
254,837,837.302,13.9550333333,20220426 14:25:08,5,0.49,2.45,5,0.65,3.25,156,
255,838,838.299,13.97165,20220426 14:25:09,5,0.4,2.0,5,0.5,2.5,157,
256,978,978.303,16.30505,20220426 14:27:29,5,0.4,2.0,5,0.42,2.1,0,
257,979,979.301,16.3216833333,20220426 14:27:30,5,0.4,2.0,5,0.57,2.85,1,
258,980,980.3,16.3383333333,20220426 14:27:31,5,0.63,3.15,5,0.41,2.05,2,
259,981,981.302,16.3550333333,20220426 14:27:32,5,0.54,2.7,5,0.65,3.25,3,
260,982,982.302,16.3717,20220426 14:27:33,5,0.45,2.25,5,0.71,3.55,4,
261,983,983.301,16.38835,20220426 14:27:34,5,0.63,3.15,5,0.49,2.45,5,
262,984,984.302,16.4050333333,20220426 14:27:35,5,0.45,2.25,5,0.69,3.45,6,
263,985,985.303,16.4217166667,20220426 14:27:36,5,0.63,3.15,5,0.45,2.25,7,
264,986,986.302,16.4383666667,20220426 14:27:37,5,0.46,2.3,5,0.73,3.65,8,
265,987,987.302,16.4550333333,20220426 14:27:38,5,0.47,2.35,5,0.76,3.8,9,
266,988,988.301,16.4716833333,20220426 14:27:39,5,0.41,2.05,5,0.75,3.75,10,
267,989,989.302,16.4883666667,20220426 14:27:40,5,0.41,2.05,5,0.65,3.25,11,
268,990,990.3,16.505,20220426 14:27:41,5,0.59,2.95,5,0.45,2.25,12,
269,991,991.3,16.5216666667,20220426 14:27:42,5,0.47,2.35,5,0.59,2.95,13,
270,992,992.303,16.5383833333,20220426 14:27:43,5,0.4,2.0,5,0.49,2.45,14,
271,993,993.302,16.5550333333,20220426 14:27:44,5,0.49,2.45,5,0.49,2.45,15,
272,994,994.298,16.5716333333,20220426 14:27:46,5,0.43,2.15,5,0.49,3.15,16,
273,995,995.665,16.5944166667,20220426 14:27:46,5,0.49,2.45,5,0.63,3.15,17,
274,996,996.302,16.6050333333,20220426 14:27:47,5,0.63,3.15,5,0.49,2.45,18,
275,997,997.3,16.6216666667,20220426 14:27:48,5,0.46,2.3,5,0.83,4.15,19,
276,998,998.298,16.6383,20220426 14:27:49,5,0.41,2.05,5,0.76,3.8,20,
277,999,999.303,16.65505,20220426 14:27:50,5,0.41,2.05,5,0.78,3.9,21,
278,1000,1000.3,16.6716666667,20220426 14:27:51,5,0.46,2.3,5,0.77,3.85,22,
279,1001,1001.302,16.6883666667,20220426 14:27:52,5,0.4,2.0,5,0.76,3.8,23,
280,1002,1002.299,16.7049833333,20220426 14:27:53,5,0.47,2.35,5,0.72,3.6,24,
281,1003,1003.302,16.7217,20220426 14:27:54,5,0.41,2.05,5,0.75,3.75,25,
282,1004,1004.3,16.7383333333,20220426 14:27:55,5,0.41,2.05,5,0.69,3.45,26,
283,1005,1005.299,16.7549833333,20220426 14:27:56,5,0.42,2.1,5,0.67,3.35,27,
284,1006,1006.303,16.7717166667,20220426 14:27:57,5,0.46,2.3,5,0.72,3.6,28,
285,1007,1007.3,16.7883333333,20220426 14:27:58,5,0.41,2.05,5,0.75,3.75,29,
286,1008,1008.302,16.8050333333,20220426 14:27:59,5,0.4,2.0,5,0.63,3.15,30,
287,1009,1009.298,16.8216333333,20220426 14:28:00,5,0.4,2.0,5,0.8,4.0,31,
288,1010,1010.302,16.8383666667,20220426 14:28:01,5,0.41,2.05,5,0.79,3.95,32,
289,1011,1011.302,16.8550333333,20220426 14:28:02,5,0.4,2.0,5,0.69,3.45,33,
290,1012,1012.299,16.87165,20220426 14:28:03,5,0.41,2.05,5,0.74,3.7,34,
291,1013,1013.303,16.8883833333,20220426 14:28:04,5,0.4,2.0,5,0.78,3.9,35,
